hrf_time,hrf1,hrf2,hrf3,hrf4,hrf5,hrf6,hrf7,hrf8,hrf9,hrf10,hrf11,hrf12,hrf13,hrf14,hrf15,hrf16,hrf17,hrf18
21.75,-0.165170675278681,-0.155179479326056,0.34120256299276,-0.132307490382438,0.221459379742348,-0.0901662869866511,0.120678599537914,0.0420639471863605,-0.0295681626060095,0.0935459409569664,-0.0489632670130786,0.0189602729561079,-0.310060424767979,-0.167818228971224,-0.43664189354107,-0.59146783079081,-0.748362739336831,-0.893730216038642
22,-0.148813824611659,-0.141955193932653,0.315444515898148,-0.12288049771527,0.203222503749803,-0.0855975443581616,0.109009700986336,0.0359719860859104,-0.0303068001726648,0.102491908948667,-0.0306973648816185,0.0328160530661213,-0.272955068618898,-0.141318421886434,-0.391868239197773,-0.538261612530266,-0.686899104036324,-0.825679829765918
22.25,-0.132268801272833,-0.128478413240165,0.288914561626947,-0.113175087045948,0.184529925144848,-0.0807801537229214,0.0971428793995151,0.0298663731878732,-0.0309013263032651,0.110633861440894,-0.0128756523463589,0.046054987422854,-0.235696690132763,-0.114978916290687,-0.346599910934432,-0.484108499286946,-0.624018754328125,-0.755736936480629
22.5,-0.115714669524356,-0.114890963685383,0.261599468835074,-0.103295542244637,0.165367967742366,-0.0757812902268949,0.0850612986561872,0.0237199627561215,-0.0313931779399145,0.117694057502384,0.00420914817770388,0.058391032451412,-0.198626416931885,-0.0891104096292869,-0.301182414136103,-0.429345139760551,-0.56004185361313,-0.684185010841446
22.75,-0.0993102013771193,-0.101317635229317,0.233496068843218,-0.0933324130465988,0.145731766022237,-0.0706575628607347,0.0727560820121913,0.0175136860079559,-0.0318151088233277,0.123424670834417,0.0202946352424056,0.0695683126940337,-0.162052763205523,-0.0639925343422338,-0.255929077884867,-0.374277834627842,-0.495260961419651,-0.611284770147088
23,-0.0831329950684758,-0.0878150698180009,0.204641407891546,-0.0833213136393555,0.125651669338201,-0.0654233210410243,0.0602501694202464,0.011260766828559,-0.0321651497612716,0.127697532154639,0.0352396984142681,0.0794516282078167,-0.12615376435049,-0.0397806479437181,-0.21102449379865,-0.319091452159543,-0.42985817313481,-0.537205846041275
23.25,-0.0672403559562707,-0.0744228732506766,0.175082592498423,-0.0732841252465728,0.105166835129027,-0.0600823499256652,0.0475744575717705,0.00498250353109125,-0.0324326506908178,0.130414391798641,0.0489335529820085,0.0879359520446438,-0.0910748372276169,-0.0165990381782398,-0.166621072532885,-0.263940508851746,-0.363987977501636,-0.462095111268295
23.5,-0.0516895901723186,-0.06118065164333,0.144866728361417,-0.0632427290270814,0.0843164205176918,-0.0546384343318731,0.0347598432223307,-0.00129980530461879,-0.0326069611546802,0.13147699657297,0.0612654112049605,0.0949162539825273,-0.0569614011470667,0.0054280045093909,-0.122871226627323,-0.208979522204577,-0.297804863307722,-0.386099437498514
23.75,-0.0365380022761711,-0.0481280099791747,0.114040919185906,-0.0532190054716353,0.0631395810872083,-0.0490953589220904,0.0218372220063792,-0.00756486182052669,-0.0326774310100202,0.130787095300907,0.0721244879554439,0.10028750613341,-0.0239588714300377,0.026176192858727,-0.079927364200989,-0.15436300492115,-0.231463314208108,-0.309365691128807
24,-0.0218428975797656,-0.0353045536873555,0.0826522709565384,-0.043234835189416,0.0416754742274516,-0.0434569080998474,0.00883749093780255,-0.0137913671542726,-0.0326334094752862,0.128246435942203,0.0813999966944902,0.103944679455529,0.0077873339679708,0.0455212376838799,-0.0379418964279422,-0.100245473174212,-0.165117817736313,-0.232040742733553
24.25,-0.00763775891930136,-0.0227358213068686,0.0507543631005359,-0.0333067460582085,0.0199636217695613,-0.037728780382283,-0.00421231986516165,-0.0199632356835846,-0.0324694978555214,0.123827280839473,0.0890466807596056,0.105850780487957,0.0381949711911842,0.063401993576251,0.00298902371814082,-0.0467375368683593,-0.0988929309376967,-0.15425932595615
24.5,0.00613922171923721,-0.0103910825259296,0.0184266777485418,-0.0234298533176602,-0.00195498957105322,-0.0319243284002469,-0.0173006423250674,-0.0260852304215263,-0.0322013025690462,0.117783952678137,0.0952814040098482,0.106240959961596,0.0674344901450901,0.0800098896596699,0.0429942718847806,0.00622581316296624,-0.0327934968709779,-0.0761076366656408
24.75,0.019573677968801,0.00177446386111351,-0.0142448323259154,-0.0135939149916901,-0.0240390090714435,-0.0260588144230506,-0.0304197738230517,-0.0321673248866208,-0.0318496782954478,0.110441281975362,0.100386556530655,0.105418399141511,0.0957395156142187,0.09559949737335,0.0822589855370692,0.0587534998385484,0.0332055833305884,0.0023402815985961
25,0.0327512381061383,0.0138056124369086,-0.0471742079868929,-0.00378869635303129,-0.0462470838992244,-0.0201475077492815,-0.0435620130283001,-0.0382194962836812,-0.031435485442269,0.102124109990297,0.104644533989854,0.103686287355569,0.123343669850945,0.110425389785315,0.120968294625286,0.110954431860658,0.099129387461063,0.0810103573939478
