hrf_time,hrf1,hrf2,hrf3,hrf4,hrf5,hrf6,hrf7,hrf8,hrf9,hrf10,hrf11,hrf12,hrf13,hrf14,hrf15,hrf16,hrf17,hrf18
18.25,-0.290643078944628,-0.237398184977905,0.627982434748542,-0.168173207331423,0.446366244157784,-0.0729651505991893,0.289470213720125,0.160815254204466,0.0399445571323208,-0.0506005234073521,-0.267262299640712,-0.164489933182807,-0.694013617300997,-0.455744936286551,-0.877111219184324,-1.0867528415924,-1.29665502326074,-1.47814163840443
18.5,-0.290984010675175,-0.241312385076341,0.611844781315964,-0.17526385037695,0.430807422362545,-0.0829325468092608,0.274812894788229,0.147381063592959,0.0279152896077263,-0.0363799937478329,-0.252791164237107,-0.150091781659915,-0.676042255748056,-0.440270615880321,-0.8597893908432,-1.0715416506166,-1.28364258422349,-1.46806481444163
18.75,-0.289762411352873,-0.243455150105385,0.595016481460556,-0.180503197402001,0.41532300340542,-0.0911303032725284,0.260838325130235,0.13506912757828,0.0173903047238024,-0.023621258777371,-0.238795434988724,-0.136642832145071,-0.656998898291639,-0.424516868792704,-0.840451339201199,-1.05305819080069,-1.26609554369888,-1.45224054572207
19,-0.286967982352111,-0.243856800350422,0.577513387155483,-0.183954024129905,0.399885495400623,-0.0976433591891214,0.247487029311852,0.123802590734072,0.00828136714686897,-0.0120517290855667,-0.225051155380393,-0.123895378063482,-0.636715461668754,-0.408291618112551,-0.818983001168914,-1.03127113200506,-1.24407020897963,-1.43082289903224
19.25,-0.282590427110512,-0.2425476590299,0.559351360600835,-0.185679109594186,0.384467412582854,-0.102556656726886,0.234699534672372,0.11350459802505,0.000500239901726466,-0.00139880442358018,-0.211334362696493,-0.11160170441394,-0.615023864100877,-0.391402784384082,-0.795270319555246,-1.0061491558466,-1.21762290521617,-1.40396596522852
19.5,-0.276619452592703,-0.23955805118397,0.540546260309647,-0.185741233211131,0.369041267400095,-0.105955137381977,0.222416368200942,0.104098294827911,-0.00604131309890596,0.00861010184669292,-0.197421106014897,-0.099514108878426,-0.591756033486807,-0.373658298746499,-0.769199244780875,-0.977660948320193,-1.18680995838455,-1.3718238318035
19.75,-0.26906590158718,-0.234936310686496,0.521108749339315,-0.184217839746566,0.35357399855334,-0.107934935509195,0.210571981012521,0.0954996348418986,-0.0114401992731286,0.018221002214667,-0.183116238755735,-0.0874126680669171,-0.566778194808319,-0.35489712489105,-0.740691270601406,-0.945811070866063,-1.15172307334926,-1.33458336197581
20,-0.260025178754873,-0.228802813921102,0.501028720446796,-0.181245032366551,0.338010265493365,-0.108636945176604,0.199076538864461,0.0875958229861955,-0.0158279948629295,0.0275735421163637,-0.168339898511806,-0.075188642997761,-0.540093829978243,-0.335082422691217,-0.709810126597409,-0.910747637276703,-1.11259550780844,-1.29256254207138
20.25,-0.249613835150941,-0.221295954974431,0.480290881364805,-0.176973586393486,0.322289160824851,-0.108213257526166,0.187834135455374,0.0802668736275167,-0.0193449489427124,0.0367807857603491,-0.153041038940273,-0.0627610831438833,-0.511740739075253,-0.314208400390375,-0.676655110552513,-0.872654665752412,-1.06969593121403,-1.24611216987962
20.5,-0.237948414333778,-0.212554120890867,0.458879935773123,-0.171554270899687,0.306349775478329,-0.106815958678354,0.176748864806081,0.0733928031030255,-0.0221313070521475,0.0459557993435796,-0.137168608480189,-0.0500490342967394,-0.481756711073056,-0.292269258327938,-0.64132550633378,-0.831716157240806,-1.0232929925442,-1.19558302006619
20.75,-0.225145467292129,-0.202715705123084,0.436780590129473,-0.165137860152456,0.290131201720004,-0.104597138494158,0.16572482100098,0.0668536266172006,-0.0243273170830377,0.0552116427273927,-0.120671564084726,-0.0369715497345989,-0.450179547893567,-0.269259207290195,-0.603920612476668,-0.788116129115562,-0.97365535876199,-1.14132588613699
21,-0.211321538875571,-0.191919095510105,0.4139775431817,-0.157875123670937,0.273572527070722,-0.101708883438861,0.154666095889039,0.0605293591644878,-0.0260732252482122,0.0646613759995578,-0.103498858772739,-0.0234476805653412,-0.417047040616149,-0.245172451006599,-0.564539713446345,-0.742038580839584,-0.921051675109857,-1.08369153655241
21.25,-0.1966035973768,-0.180303256884456,0.390455849628402,-0.149909087142134,0.256620718610627,-0.098289131053625,0.14348996342701,0.0543154898611647,-0.0274928108597814,0.0743529333995894,-0.085656737562954,-0.00945763813314146,-0.382447541761241,-0.220055943104981,-0.523323140271469,-0.69369296879606,-0.86575919438091,-1.02301955103945
21.5,-0.181160287613657,-0.16800944228557,0.366201931641674,-0.141351781156784,0.239254227005256,-0.0944192071170191,0.132166409204145,0.0481694006262832,-0.0286439778540644,0.084073701728456,-0.0673806325893061,0.00477369421980052,-0.346671625966991,-0.194167635891707,-0.480575363393876,-0.643390500199067,-0.808089491729059,-0.959604615851601
