time,pc1,pc2,pc3
0.136,0.0586136637799959,0.00761300202145866,0.132465075220469
0.138,0.0589238284343768,0.00796323937077529,0.132915427267206
0.14,0.0592339930887577,0.00831347672009192,0.133365779313942
0.142,0.0595441577431386,0.00866371406940856,0.133816131360679
0.144,0.0598543223975195,0.00901395141872519,0.134266483407415
0.146,0.0601644870519004,0.00936418876804182,0.134716835454151
0.148,0.0604746517062813,0.00971442611735846,0.135167187500888
0.15,0.0607848163606622,0.0100646634666751,0.135617539547624
0.152,0.0610949810150431,0.0104149008159917,0.13606789159436
0.154,0.061405145669424,0.0107651381653084,0.136518243641097
0.156,0.0617153103238049,0.011115375514625,0.136968595687833
0.158,0.0620254749781858,0.0114656128639416,0.137418947734569
0.16,0.0623356396325667,0.0118158502132583,0.137869299781306
0.162,0.0626458042869476,0.0121660875625749,0.138319651828042
0.164,0.0629559689413285,0.0125163249118915,0.138770003874778
0.166,0.0632661335957094,0.0128665622612082,0.139220355921515
0.168,0.0635762982500903,0.0132167996105248,0.139670707968251
0.17,0.0638864629044712,0.0135670369598414,0.140121060014988
0.172,0.0641966275588521,0.0139172743091581,0.140571412061724
0.174,0.064506792213233,0.0142675116584747,0.14102176410846
0.176,0.0648169568676139,0.0146177490077913,0.141472116155197
0.178,0.0651271215219948,0.014967986357108,0.141922468201933
0.18,0.0654372861763757,0.0153182237064246,0.142372820248669
0.182,0.0657474508307566,0.0156684610557412,0.142823172295406
0.184,0.0660576154851375,0.0160186984050579,0.143273524342142
0.186,0.0663677801395184,0.0163689357543745,0.143723876388878
0.188,0.0666779447938993,0.0167191731036911,0.144174228435615
0.19,0.0669881094482802,0.0170694104530078,0.144624580482351
0.192,0.0672982741026611,0.0174196478023244,0.145074932529087
0.194,0.067608438757042,0.017769885151641,0.145525284575824
0.196,0.0679186034114229,0.0181201225009577,0.14597563662256
0.198,0.0682287680658038,0.0184703598502743,0.146425988669296
0.2,0.0685389327201847,0.0188205971995909,0.146876340716033
0.202,0.0688490973745656,0.0191708345489076,0.147326692762769
0.204,0.0691592620289465,0.0195210718982242,0.147777044809506
0.206,0.0694694266833274,0.0198713092475408,0.148227396856242
0.208,0.0697795913377083,0.0202215465968575,0.148677748902978
0.21,0.0700897559920892,0.0205717839461741,0.149128100949715
0.212,0.0703999206464701,0.0209220212954907,0.149578452996451
0.214,0.070710085300851,0.0212722586448074,0.150028805043187
0.216,0.0710202499552319,0.021622495994124,0.150479157089924
0.218,0.0713304146096128,0.0219727333434406,0.15092950913666
0.22,0.0716405792639937,0.0223229706927573,0.151379861183396
0.222,0.0719507439183746,0.0226732080420739,0.151830213230133
0.224,0.0722609085727555,0.0230234453913905,0.152280565276869
0.226,0.0725710732271364,0.0233736827407072,0.152730917323605
0.228,0.0728812378815174,0.0237239200900238,0.153181269370342
0.23,0.0731914025358982,0.0240741574393404,0.153631621417078
0.232,0.0735015671902791,0.0244243947886571,0.154081973463815
0.234,0.0738117318446601,0.0247746321379737,0.154532325510551
0.236,0.074121896499041,0.0251248694872904,0.154982677557287
0.238,0.0744320611534219,0.025475106836607,0.155433029604024
0.24,0.0747422258078027,0.0258253441859236,0.15588338165076
0.242,0.0750523904621837,0.0261755815352402,0.156333733697496
0.244,0.0753625551165646,0.0265258188845569,0.156784085744233
0.246,0.0756727197709454,0.0268760562338735,0.157234437790969
0.248,0.0759828844253263,0.0272262935831902,0.157684789837705
0.25,0.0762930490797072,0.0275765309325068,0.158135141884442
0.252,0.0766033785714505,0.0279280993257486,0.158585588072179
0.254,0.0769137080631937,0.0282796677189904,0.159036034259916
0.256,0.077224037554937,0.0286312361122322,0.159486480447653
0.258,0.0775343670466802,0.028982804505474,0.15993692663539
0.26,0.0778446965384234,0.0293343728987159,0.160387372823128
0.262,0.0781550260301667,0.0296859412919577,0.160837819010865
0.264,0.0784653555219099,0.0300375096851995,0.161288265198602
0.266,0.0787756850136532,0.0303890780784413,0.161738711386339
0.268,0.0790860145053964,0.0307406464716831,0.162189157574076
0.27,0.0793963439971396,0.0310922148649249,0.162639603761813
0.272,0.0797066734888829,0.0314437832581667,0.163090049949551
0.274,0.0800170029806261,0.0317953516514085,0.163540496137288
0.276,0.0803273324723693,0.0321469200446503,0.163990942325025
0.278,0.0806376619641126,0.0324984884378922,0.164441388512762
0.28,0.0809479914558558,0.032850056831134,0.164891834700499
0.282,0.0812583209475991,0.0332016252243758,0.165342280888237
0.284,0.0815686504393423,0.0335531936176176,0.165792727075974
0.286,0.0818789799310855,0.0339047620108594,0.166243173263711
0.288,0.0821893094228288,0.0342563304041012,0.166693619451448
0.29,0.082499638914572,0.034607898797343,0.167144065639185
0.292,0.0828099684063152,0.0349594671905848,0.167594511826922
0.294,0.0831202978980585,0.0353110355838267,0.16804495801466
0.296,0.0834306273898017,0.0356626039770685,0.168495404202397
0.298,0.0837409568815449,0.0360141723703103,0.168945850390134
0.3,0.0840512863732882,0.0363657407635521,0.169396296577871
0.302,0.0843616158650314,0.0367173091567939,0.169846742765608
0.304,0.0846719453567746,0.0370688775500357,0.170297188953346
0.306,0.0849822748485179,0.0374204459432775,0.170747635141083
0.308,0.0852926043402611,0.0377720143365193,0.17119808132882
0.31,0.0856029338320044,0.0381235827297612,0.171648527516557
0.312,0.0859132633237476,0.038475151123003,0.172098973704294
0.314,0.0862235928154908,0.0388267195162448,0.172549419892031
0.316,0.0865339223072341,0.0391782879094866,0.172999866079769
0.318,0.0868442517989773,0.0395298563027284,0.173450312267506
0.32,0.0871545812907206,0.0398814246959702,0.173900758455243
0.322,0.0874649107824638,0.040232993089212,0.17435120464298
0.324,0.087775240274207,0.0405845614824538,0.174801650830717
0.326,0.0880855697659503,0.0409361298756956,0.175252097018454
0.328,0.0883958992576935,0.0412876982689375,0.175702543206192
0.33,0.0887062287494367,0.0416392666621793,0.176152989393929
0.332,0.08901655824118,0.0419908350554211,0.176603435581666
0.334,0.0893268877329232,0.0423424034486629,0.177053881769403
0.336,0.0896372172246665,0.0426939718419047,0.17750432795714
0.338,0.0899475467164097,0.0430455402351465,0.177954774144878
0.34,0.0902578762081529,0.0433971086283883,0.178405220332615
0.342,0.0905682056998962,0.0437486770216301,0.178855666520352
0.344,0.0908785351916394,0.044100245414872,0.179306112708089
0.346,0.0911888646833827,0.0444518138081138,0.179756558895826
0.348,0.0914991941751259,0.0448033822013556,0.180207005083563
0.35,0.0918095236668691,0.0451549505945974,0.180657451271301
0.352,0.0921198531586123,0.0455065189878392,0.181107897459038
0.354,0.0924301826503556,0.045858087381081,0.181558343646775
0.356,0.0927405121420988,0.0462096557743228,0.182008789834512
0.358,0.093050841633842,0.0465612241675646,0.182459236022249
0.36,0.0933611711255853,0.0469127925608065,0.182909682209986
0.362,0.0936715006173285,0.0472643609540483,0.183360128397724
0.364,0.0939818301090718,0.0476159293472901,0.183810574585461
0.366,0.094292159600815,0.0479674977405319,0.184261020773198
0.368,0.0946024890925582,0.0483190661337737,0.184711466960935
0.37,0.0949128185843015,0.0486706345270155,0.185161913148672
0.372,0.0952231480760447,0.0490222029202573,0.18561235933641
0.374,0.0955334775677879,0.0493737713134991,0.186062805524147
0.376,0.0958438070595312,0.0497253397067409,0.186513251711884
0.378,0.0961541365512744,0.0500769080999828,0.186963697899621
0.38,0.0964644660430177,0.0504284764932246,0.187414144087358
0.382,0.0967747955347609,0.0507800448864664,0.187864590275095
0.384,0.0970851250265041,0.0511316132797082,0.188315036462833
0.386,0.0973954545182474,0.05148318167295,0.18876548265057
0.388,0.0977057840099906,0.0518347500661918,0.189215928838307
0.39,0.0980161135017339,0.0521863184594336,0.189666375026044
0.392,0.0983264429934771,0.0525378868526754,0.190116821213781
0.394,0.0986367724852203,0.0528894552459173,0.190567267401518
0.396,0.0989471019769636,0.0532410236391591,0.191017713589256
0.398,0.0992574314687068,0.0535925920324009,0.191468159776993
0.4,0.09956776096045,0.0539441604256427,0.19191860596473
0.402,0.0998780904521933,0.0542957288188845,0.192369052152467
0.404,0.100188419943936,0.0546472972121263,0.192819498340204
0.406,0.10049874943568,0.0549988656053681,0.193269944527942
0.408,0.100809078927423,0.0553504339986099,0.193720390715679
0.41,0.101119408419166,0.0557020023918518,0.194170836903416
0.412,0.101429737910909,0.0560535707850936,0.194621283091153
0.414,0.101740067402653,0.0564051391783354,0.19507172927889
0.416,0.102050396894396,0.0567567075715772,0.195522175466627
0.418,0.102360726386139,0.057108275964819,0.195972621654365
0.42,0.102671055877882,0.0574598443580608,0.196423067842102
0.422,0.102981385369626,0.0578114127513026,0.196873514029839
0.424,0.103291714861369,0.0581629811445444,0.197323960217576
0.426,0.103602044353112,0.0585145495377863,0.197774406405313
0.428,0.103912373844855,0.0588661179310281,0.19822485259305
0.43,0.104222703336599,0.0592176863242699,0.198675298780788
0.432,0.104533032828342,0.0595692547175117,0.199125744968525
0.434,0.104843362320085,0.0599208231107535,0.199576191156262
0.436,0.105153691811828,0.0602723915039953,0.200026637343999
0.438,0.105464021303572,0.0606239598972371,0.200477083531736
0.44,0.105774350795315,0.0609755282904789,0.200927529719474
0.442,0.106084680287058,0.0613270966837207,0.201377975907211
0.444,0.106395009778801,0.0616786650769626,0.201828422094948
0.446,0.106705339270544,0.0620302334702044,0.202278868282685
0.448,0.107015668762288,0.0623818018634462,0.202729314470422
0.45,0.107325998254031,0.062733370256688,0.203179760658159
0.452,0.107636327745774,0.0630849386499298,0.203630206845897
0.454,0.107946657237517,0.0634365070431716,0.204080653033634
0.456,0.108256986729261,0.0637880754364134,0.204531099221371
0.458,0.108567316221004,0.0641396438296552,0.204981545409108
0.46,0.108877645712747,0.0644912122228971,0.205431991596845
0.462,0.10918797520449,0.0648427806161389,0.205882437784583
0.464,0.109498304696234,0.0651943490093807,0.20633288397232
0.466,0.109808634187977,0.0655459174026225,0.206783330160057
0.468,0.11011896367972,0.0658974857958643,0.207233776347794
0.47,0.110429293171463,0.0662490541891061,0.207684222535531
0.472,0.110739622663207,0.0666006225823479,0.208134668723268
0.474,0.11104995215495,0.0669521909755898,0.208585114911006
0.476,0.111360281646693,0.0673037593688316,0.209035561098743
0.478,0.111670611138436,0.0676553277620734,0.20948600728648
0.48,0.11198094063018,0.0680068961553152,0.209936453474217
0.482,0.112291270121923,0.068358464548557,0.210386899661954
0.484,0.112601599613666,0.0687100329417988,0.210837345849691
0.486,0.112911929105409,0.0690616013350406,0.211287792037429
0.488,0.113222258597152,0.0694131697282824,0.211738238225166
0.49,0.113532588088896,0.0697647381215243,0.212188684412903
0.492,0.113842917580639,0.0701163065147661,0.21263913060064
0.494,0.114153247072382,0.0704678749080079,0.213089576788377
0.496,0.114463576564125,0.0708194433012497,0.213540022976115
0.498,0.114773906055869,0.0711710116944915,0.213990469163852
0.5,0.115084235547612,0.0715225800877333,0.214440915351589
0.502,0.115394894712271,0.071876810579947,0.21489154981886
0.504,0.11570555387693,0.0722310410721608,0.215342184286131
0.506,0.116016213041588,0.0725852715643745,0.215792818753402
0.508,0.116326872206247,0.0729395020565882,0.216243453220673
0.51,0.116637531370906,0.0732937325488019,0.216694087687944
0.512,0.116948190535565,0.0736479630410156,0.217144722155215
0.514,0.117258849700224,0.0740021935332293,0.217595356622486
0.516,0.117569508864883,0.0743564240254431,0.218045991089757
0.518,0.117880168029542,0.0747106545176568,0.218496625557028
0.52,0.1181908271942,0.0750648850098705,0.218947260024299
0.522,0.118501486358859,0.0754191155020842,0.21939789449157
0.524,0.118812145523518,0.075773345994298,0.219848528958841
0.526,0.119122804688177,0.0761275764865117,0.220299163426112
0.528,0.119433463852836,0.0764818069787254,0.220749797893383
0.53,0.119744123017495,0.0768360374709391,0.221200432360654
0.532,0.120054782182153,0.0771902679631529,0.221651066827925
0.534,0.120365441346812,0.0775444984553666,0.222101701295196
0.536,0.120676100511471,0.0778987289475803,0.222552335762467
0.538,0.12098675967613,0.078252959439794,0.223002970229738
0.54,0.121297418840789,0.0786071899320077,0.223453604697009
0.542,0.121608078005448,0.0789614204242215,0.22390423916428
0.544,0.121918737170107,0.0793156509164352,0.224354873631551
0.546,0.122229396334765,0.0796698814086489,0.224805508098822
0.548,0.122540055499424,0.0800241119008626,0.225256142566093
0.55,0.122850714664083,0.0803783423930763,0.225706777033364
0.552,0.123161373828742,0.0807325728852901,0.226157411500635
0.554,0.123472032993401,0.0810868033775038,0.226608045967906
0.556,0.12378269215806,0.0814410338697175,0.227058680435177
0.558,0.124093351322718,0.0817952643619312,0.227509314902447
0.56,0.124404010487377,0.0821494948541449,0.227959949369719
0.562,0.124714669652036,0.0825037253463587,0.22841058383699
0.564,0.125025328816695,0.0828579558385724,0.22886121830426
0.566,0.125335987981354,0.0832121863307861,0.229311852771532
0.568,0.125646647146013,0.0835664168229998,0.229762487238802
0.57,0.125957306310672,0.0839206473152136,0.230213121706073
0.572,0.12626796547533,0.0842748778074273,0.230663756173344
0.574,0.126578624639989,0.084629108299641,0.231114390640615
0.576,0.126889283804648,0.0849833387918547,0.231565025107886
0.578,0.127199942969307,0.0853375692840684,0.232015659575157
0.58,0.127510602133966,0.0856917997762821,0.232466294042428
0.582,0.127821261298625,0.0860460302684959,0.232916928509699
0.584,0.128131920463283,0.0864002607607096,0.23336756297697
0.586,0.128442579627942,0.0867544912529233,0.233818197444241
0.588,0.128753238792601,0.087108721745137,0.234268831911512
0.59,0.12906389795726,0.0874629522373507,0.234719466378783
0.592,0.129374557121919,0.0878171827295645,0.235170100846054
0.594,0.129685216286578,0.0881714132217782,0.235620735313325
0.596,0.129995875451237,0.0885256437139919,0.236071369780596
0.598,0.130306534615895,0.0888798742062056,0.236522004247867
0.6,0.130617193780554,0.0892341046984194,0.236972638715138
0.602,0.130927852945213,0.0895883351906331,0.237423273182409
0.604,0.131238512109872,0.0899425656828468,0.23787390764968
0.606,0.131549171274531,0.0902967961750605,0.238324542116951
0.608,0.13185983043919,0.0906510266672742,0.238775176584222
0.61,0.132170489603849,0.091005257159488,0.239225811051493
0.612,0.132481148768507,0.0913594876517017,0.239676445518764
0.614,0.132791807933166,0.0917137181439154,0.240127079986035
0.616,0.133102467097825,0.0920679486361291,0.240577714453306
0.618,0.133413126262484,0.0924221791283429,0.241028348920577
0.62,0.133723785427143,0.0927764096205566,0.241478983387848
0.622,0.134034444591802,0.0931306401127703,0.241929617855119
0.624,0.13434510375646,0.093484870604984,0.24238025232239
0.626,0.134655762921119,0.0938391010971977,0.242830886789661
0.628,0.134966422085778,0.0941933315894115,0.243281521256932
0.63,0.135277081250437,0.0945475620816252,0.243732155724203
0.632,0.135587740415096,0.0949017925738389,0.244182790191474
0.634,0.135898399579755,0.0952560230660526,0.244633424658745
0.636,0.136209058744413,0.0956102535582664,0.245084059126016
0.638,0.136519717909072,0.0959644840504801,0.245534693593287
0.64,0.136830377073731,0.0963187145426938,0.245985328060558
0.642,0.13714103623839,0.0966729450349075,0.246435962527829
0.644,0.137451695403049,0.0970271755271212,0.2468865969951
0.646,0.137762354567708,0.097381406019335,0.247337231462371
0.648,0.138073013732367,0.0977356365115487,0.247787865929642
0.65,0.138383672897025,0.0980898670037624,0.248238500396913
0.652,0.138694332061684,0.0984440974959761,0.248689134864184
0.654,0.139004991226343,0.0987983279881898,0.249139769331455
0.656,0.139315650391002,0.0991525584804036,0.249590403798726
0.658,0.139626309555661,0.0995067889726173,0.250041038265997
0.66,0.13993696872032,0.099861019464831,0.250491672733268
0.662,0.140247627884979,0.100215249957045,0.250942307200539
0.664,0.140558287049637,0.100569480449258,0.25139294166781
0.666,0.140868946214296,0.100923710941472,0.251843576135081
0.668,0.141179605378955,0.101277941433686,0.252294210602352
0.67,0.141490264543614,0.1016321719259,0.252744845069623
0.672,0.141800923708273,0.101986402418113,0.253195479536894
0.674,0.142111582872932,0.102340632910327,0.253646114004165
0.676,0.14242224203759,0.102694863402541,0.254096748471436
0.678,0.142732901202249,0.103049093894755,0.254547382938707
0.68,0.143043560366908,0.103403324386968,0.254998017405978
0.682,0.143354219531567,0.103757554879182,0.255448651873249
0.684,0.143664878696226,0.104111785371396,0.25589928634052
0.686,0.143975537860885,0.104466015863609,0.256349920807791
0.688,0.144286197025544,0.104820246355823,0.256800555275062
0.69,0.144596856190202,0.105174476848037,0.257251189742333
0.692,0.144907515354861,0.105528707340251,0.257701824209604
0.694,0.14521817451952,0.105882937832464,0.258152458676875
0.696,0.145528833684179,0.106237168324678,0.258603093144146
0.698,0.145839492848838,0.106591398816892,0.259053727611417
0.7,0.146150152013497,0.106945629309105,0.259504362078688
0.702,0.146460811178155,0.107299859801319,0.259954996545959
0.704,0.146771470342814,0.107654090293533,0.26040563101323
0.706,0.147082129507473,0.108008320785747,0.260856265480501
0.708,0.147392788672132,0.10836255127796,0.261306899947772
0.71,0.147703447836791,0.108716781770174,0.261757534415043
0.712,0.14801410700145,0.109071012262388,0.262208168882314
0.714,0.148324766166109,0.109425242754601,0.262658803349584
0.716,0.148635425330767,0.109779473246815,0.263109437816855
0.718,0.148946084495426,0.110133703739029,0.263560072284127
0.72,0.149256743660085,0.110487934231243,0.264010706751398
0.722,0.149567402824744,0.110842164723456,0.264461341218668
0.724,0.149878061989403,0.11119639521567,0.264911975685939
0.726,0.150188721154062,0.111550625707884,0.26536261015321
0.728,0.15049938031872,0.111904856200098,0.265813244620481
0.73,0.150810039483379,0.112259086692311,0.266263879087752
0.732,0.151120698648038,0.112613317184525,0.266714513555023
0.734,0.151431357812697,0.112967547676739,0.267165148022294
0.736,0.151742016977356,0.113321778168952,0.267615782489565
0.738,0.152052676142015,0.113676008661166,0.268066416956836
0.74,0.152363335306674,0.11403023915338,0.268517051424107
0.742,0.152673994471332,0.114384469645594,0.268967685891378
0.744,0.152984653635991,0.114738700137807,0.269418320358649
0.746,0.15329531280065,0.115092930630021,0.26986895482592
0.748,0.153605971965309,0.115447161122235,0.270319589293191
0.75,0.153916631129968,0.115801391614448,0.270770223760462
0.752,0.154227784811517,0.116159615247222,0.271221140649464
0.754,0.154538938493066,0.116517838879995,0.271672057538465
0.756,0.154850092174616,0.116876062512769,0.272122974427466
0.758,0.155161245856165,0.117234286145543,0.272573891316468
0.76,0.155472399537714,0.117592509778316,0.273024808205469
0.762,0.155783553219263,0.11795073341109,0.273475725094471
0.764,0.156094706900813,0.118308957043863,0.273926641983472
0.766,0.156405860582362,0.118667180676637,0.274377558872473
0.768,0.156717014263911,0.11902540430941,0.274828475761475
0.77,0.157028167945461,0.119383627942184,0.275279392650476
0.772,0.15733932162701,0.119741851574957,0.275730309539478
0.774,0.157650475308559,0.120100075207731,0.276181226428479
0.776,0.157961628990108,0.120458298840504,0.27663214331748
0.778,0.158272782671658,0.120816522473278,0.277083060206482
0.78,0.158583936353207,0.121174746106051,0.277533977095483
0.782,0.158895090034756,0.121532969738825,0.277984893984484
0.784,0.159206243716306,0.121891193371598,0.278435810873486
0.786,0.159517397397855,0.122249417004372,0.278886727762487
0.788,0.159828551079404,0.122607640637145,0.279337644651489
0.79,0.160139704760953,0.122965864269919,0.27978856154049
0.792,0.160450858442503,0.123324087902692,0.280239478429491
0.794,0.160762012124052,0.123682311535466,0.280690395318493
0.796,0.161073165805601,0.124040535168239,0.281141312207494
0.798,0.161384319487151,0.124398758801013,0.281592229096496
0.8,0.1616954731687,0.124756982433786,0.282043145985497
0.802,0.162006626850249,0.12511520606656,0.282494062874498
0.804,0.162317780531798,0.125473429699333,0.2829449797635
0.806,0.162628934213348,0.125831653332107,0.283395896652501
0.808,0.162940087894897,0.12618987696488,0.283846813541502
0.81,0.163251241576446,0.126548100597654,0.284297730430504
0.812,0.163562395257996,0.126906324230427,0.284748647319505
0.814,0.163873548939545,0.127264547863201,0.285199564208507
0.816,0.164184702621094,0.127622771495974,0.285650481097508
0.818,0.164495856302643,0.127980995128748,0.286101397986509
0.82,0.164807009984193,0.128339218761521,0.286552314875511
0.822,0.165118163665742,0.128697442394295,0.287003231764512
0.824,0.165429317347291,0.129055666027068,0.287454148653514
0.826,0.165740471028841,0.129413889659842,0.287905065542515
0.828,0.16605162471039,0.129772113292616,0.288355982431516
0.83,0.166362778391939,0.130130336925389,0.288806899320518
0.832,0.166673932073488,0.130488560558163,0.289257816209519
0.834,0.166985085755038,0.130846784190936,0.28970873309852
0.836,0.167296239436587,0.13120500782371,0.290159649987522
0.838,0.167607393118136,0.131563231456483,0.290610566876523
0.84,0.167918546799686,0.131921455089257,0.291061483765525
0.842,0.168229700481235,0.13227967872203,0.291512400654526
0.844,0.168540854162784,0.132637902354804,0.291963317543528
0.846,0.168852007844333,0.132996125987577,0.292414234432529
0.848,0.169163161525883,0.133354349620351,0.29286515132153
0.85,0.169474315207432,0.133712573253124,0.293316068210532
0.852,0.169785468888981,0.134070796885898,0.293766985099533
0.854,0.170096622570531,0.134429020518671,0.294217901988534
0.856,0.17040777625208,0.134787244151445,0.294668818877536
0.858,0.170718929933629,0.135145467784218,0.295119735766537
0.86,0.171030083615178,0.135503691416992,0.295570652655539
0.862,0.171341237296728,0.135861915049765,0.29602156954454
0.864,0.171652390978277,0.136220138682539,0.296472486433541
0.866,0.171963544659826,0.136578362315312,0.296923403322543
0.868,0.172274698341376,0.136936585948086,0.297374320211544
0.87,0.172585852022925,0.137294809580859,0.297825237100545
0.872,0.172897005704474,0.137653033213633,0.298276153989547
0.874,0.173208159386023,0.138011256846406,0.298727070878548
0.876,0.173519313067573,0.13836948047918,0.29917798776755
0.878,0.173830466749122,0.138727704111953,0.299628904656551
0.88,0.174141620430671,0.139085927744727,0.300079821545552
0.882,0.17445277411222,0.1394441513775,0.300530738434554
0.884,0.17476392779377,0.139802375010274,0.300981655323555
0.886,0.175075081475319,0.140160598643047,0.301432572212556
0.888,0.175386235156868,0.140518822275821,0.301883489101558
0.89,0.175697388838418,0.140877045908594,0.302334405990559
0.892,0.176008542519967,0.141235269541368,0.302785322879561
0.894,0.176319696201516,0.141593493174142,0.303236239768562
0.896,0.176630849883065,0.141951716806915,0.303687156657563
0.898,0.176942003564615,0.142309940439689,0.304138073546565
0.9,0.177253157246164,0.142668164072462,0.304588990435566
0.902,0.177564310927713,0.143026387705236,0.305039907324568
0.904,0.177875464609263,0.143384611338009,0.305490824213569
0.906,0.178186618290812,0.143742834970783,0.30594174110257
0.908,0.178497771972361,0.144101058603556,0.306392657991572
0.91,0.178808925653911,0.14445928223633,0.306843574880573
0.912,0.17912007933546,0.144817505869103,0.307294491769574
0.914,0.179431233017009,0.145175729501877,0.307745408658576
0.916,0.179742386698558,0.14553395313465,0.308196325547577
0.918,0.180053540380108,0.145892176767424,0.308647242436579
0.92,0.180364694061657,0.146250400400197,0.30909815932558
0.922,0.180675847743206,0.146608624032971,0.309549076214581
0.924,0.180987001424755,0.146966847665744,0.309999993103583
0.926,0.181298155106305,0.147325071298518,0.310450909992584
0.928,0.181609308787854,0.147683294931291,0.310901826881586
0.93,0.181920462469403,0.148041518564065,0.311352743770587
0.932,0.182231616150953,0.148399742196838,0.311803660659588
0.934,0.182542769832502,0.148757965829612,0.31225457754859
0.936,0.182853923514051,0.149116189462385,0.312705494437591
0.938,0.1831650771956,0.149474413095159,0.313156411326593
0.94,0.18347623087715,0.149832636727932,0.313607328215594
0.942,0.183787384558699,0.150190860360706,0.314058245104595
0.944,0.184098538240248,0.150549083993479,0.314509161993597
0.946,0.184409691921798,0.150907307626253,0.314960078882598
0.948,0.184720845603347,0.151265531259026,0.315410995771599
0.95,0.185031999284896,0.1516237548918,0.315861912660601
0.952,0.185343152966445,0.151981978524573,0.316312829549602
0.954,0.185654306647995,0.152340202157347,0.316763746438604
0.956,0.185965460329544,0.15269842579012,0.317214663327605
